publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
Handbook on the economics of women in sports		9781849809399 (e-book)							https://www.elgaronline.com/abstract/9781849809382.xml|https://doi.org/10.4337/9781849809399				eep9781849809399		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
The economics of electricity markets : theory and policy /		9780857933966 (e-book)							https://www.elgaronline.com/abstract/9780857933959.xml|https://doi.org/10.4337/9780857933966				eep9780857933966		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Work sharing during the Great Recession : new developments and beyond /		9781782540885 (e-book)							https://www.elgaronline.com/abstract/9781782540878.xml|https://doi.org/10.4337/9781782540885				eep9781782540885		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Government failure : society, markets and rules /		9781782547167 (e-book)							https://www.elgaronline.com/abstract/9781782546061.xml|https://doi.org/10.4337/9781782547167			Dolfsma, Wilfred.	eep9781782547167		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of innovation indicators and measurement		9780857933652 (e-book)							https://www.elgaronline.com/abstract/9780857933645.xml|https://doi.org/10.4337/9780857933652				eep9780857933652		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Free to fail : creative destruction revisited /		9781781953150 (e-book)							https://www.elgaronline.com/abstract/9781781953143.xml|https://doi.org/10.4337/9781781953150			Mandele, Hugh C. van der.	eep9781781953150		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
International handbook of energy security		9781781007907 (e-book)							https://www.elgaronline.com/abstract/9781781007891.xml|https://doi.org/10.4337/9781781007907				eep9781781007907		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
The Asian century, sustainable growth and climate change : responsible futures matter /		9781781005750 (e-book)							https://www.elgaronline.com/abstract/9781781005743.xml|https://doi.org/10.4337/9781781005750				eep9781781005750		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Defending the history of economic thought		9781782547815 (e-book)							https://www.elgaronline.com/abstract/9781848448209.xml|https://doi.org/10.4337/9781782547815			Kates, Steven.	eep9781782547815		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Teaching post Keynesian economics		9781782547006 (e-book)							https://www.elgaronline.com/abstract/9781782546993.xml|https://doi.org/10.4337/9781782547006				eep9781782547006		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Foundations of economic evolution : a treatise on the natural philosophy of economics /		9781782548362 (e-book)							https://www.elgaronline.com/view/9781847204745.xml|https://doi.org/10.4337/9781782548362			Herrmann-Pillath, Carsten.	eep9781782548362		fulltext		Edward Elgar,	Monograph		2013						P					
Change and continuity at the World Bank : reforming paradoxes of economic development /		9781781009277 (e-book)							https://www.elgaronline.com/abstract/9781781009260.xml|https://doi.org/10.4337/9781781009277			Hammer, Peter J.	eep9781781009277		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
The governance of climate relations between Europe and Asia : evidence from China and Vietnam as key emerging economies /		9781781955994 (e-book)							https://www.elgaronline.com/abstract/9781781955987.xml|https://doi.org/10.4337/9781781955994				eep9781781955994		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook on the economics of cultural heritage		9780857931009 (e-book)							https://www.elgaronline.com/abstract/9780857930996.xml|https://doi.org/10.4337/9780857931009				eep9780857931009		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of research methods and applications in empirical macroeconomics		9780857931023 (e-book)							https://www.elgaronline.com/abstract/9780857931016.xml|https://doi.org/10.4337/9780857931023				eep9780857931023		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Global finance after the crisis : the United States, China and the new world order /		9781781951866 (e-book)							https://www.elgaronline.com/abstract/9781781951859.xml|https://doi.org/10.4337/9781781951866			Iley, Richard A.	eep9781781951866		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Public-private innovation networks in services		9781781002667 (e-book)							https://www.elgaronline.com/abstract/9781781002650.xml|https://doi.org/10.4337/9781781002667				eep9781781002667		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Smart transport networks : market structure, sustainability and decision making /		9781782548331 (e-book)							https://www.elgaronline.com/view/9781782548324.xml|https://doi.org/10.4337/9781782548331				eep9781782548331		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of research on gender and economic life		9780857930958 (e-book)							https://www.elgaronline.com/view/9780857930941.xml|https://doi.org/10.4337/9780857930958				eep9780857930958		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
International handbook on ecotourism		9780857939975 (e-book)							https://www.elgaronline.com/view/9780857939968.xml|https://doi.org/10.4337/9780857939975				eep9780857939975		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Governance, regulation and innovation : theory and evidence from firms and nations /		9781782540663 (e-book)							https://www.elgaronline.com/view/9781782540656.xml|https://doi.org/10.4337/9781782540663				eep9781782540663		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Building competitive gas markets in the EU : regulation, supply and demand /		9781782540649 (e-book)							https://www.elgaronline.com/view/9781782540632.xml|https://doi.org/10.4337/9781782540649			Glachant, Jean-Michel.	eep9781782540649		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
International handbook on the economics of migration		9781782546078 (e-book)							https://www.elgaronline.com/view/9781845426293.xml|https://doi.org/10.4337/9781782546078				eep9781782546078		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Rational econometric man : transforming structural econometrics /		9781849809627 (e-book)							https://www.elgaronline.com/view/9781849801546.xml|https://doi.org/10.4337/9781849809627			Nell, Edward J.	eep9781849809627		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Regulating transport in Europe		9781781004838 (e-book)							https://www.elgaronline.com/view/9781781004821.xml|https://doi.org/10.4337/9781781004838				eep9781781004838		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Globalisation, economic transition and the environment : forging a path to sustainable development /		9781781951415 (e-book)							https://www.elgaronline.com/view/9781781951408.xml|https://doi.org/10.4337/9781781951415				eep9781781951415		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
The econometrics of sport		9781781002865 (e-book)							https://www.elgaronline.com/view/9781781002858.xml|https://doi.org/10.4337/9781781002865				eep9781781002865		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of sustainable development planning : studies in modelling and decision support /		9780857932167 (e-book)							https://www.elgaronline.com/view/9780857932150.xml|https://doi.org/10.4337/9780857932167				eep9780857932167		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013		2nd ed.				P					
Environmental entrepreneurship : markets meet the environment in unexpected places /		9781781953976 (e-book)							https://www.elgaronline.com/view/9781781953969.xml|https://doi.org/10.4337/9781781953976			Huggins, Laura E.	eep9781781953976		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
International trade in recyclable and hazardous waste in Asia		9781782547860 (e-book)							https://www.elgaronline.com/view/9781782547853.xml|https://doi.org/10.4337/9781782547860				eep9781782547860		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Monetary economies of production : banking and financial circuits and the role of the state /		9781781003954 (e-book)							https://www.elgaronline.com/view/9781781003947.xml|https://doi.org/10.4337/9781781003954				eep9781781003954		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook on climate change and human security		9780857939111 (e-book)							https://www.elgaronline.com/view/9780857939104.xml|https://doi.org/10.4337/9780857939111				eep9780857939111		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
The aggregate production function and the measurement of technical change : 'not even wrong' /		9781782549680 (e-book)							https://www.elgaronline.com/view/9781840642551.xml|https://doi.org/10.4337/9781782549680			Felipe, Jesus.	eep9781782549680		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
A new model for balanced growth and convergence : achieving economic sustainability in CESEE countries /		9781782548171 (e-book)							https://www.elgaronline.com/view/9781782548164.xml|https://doi.org/10.4337/9781782548171				eep9781782548171		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Labour administration in uncertain times : policy, practice and institutions /		9781782549437 (e-book)							https://www.elgaronline.com/view/9781782549420.xml|https://doi.org/10.4337/9781782549437				eep9781782549437		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Lawyers, markets and regulation		9781781002681 (e-book)							https://www.elgaronline.com/view/9781781002674.xml|https://doi.org/10.4337/9781781002681			Stephen, Frank H.	eep9781781002681		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Values, payments and institutions for ecosystem management : a developing country perspective /		9781781953693 (e-book)							https://www.elgaronline.com/view/9781781953686.xml|https://doi.org/10.4337/9781781953693				eep9781781953693		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Islamic finance : principles and practice /		9781781001745 (e-book)							https://www.elgaronline.com/view/9781781001738.xml|https://doi.org/10.4337/9781781001745			Visser, Hans.	eep9781781001745		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013		2nd ed.				P					
The dynamics of economic growth : policy insights from comparative analyses in Asia /		9780857939647 (e-book)							https://www.elgaronline.com/view/9780857939630.xml|https://doi.org/10.4337/9780857939647			Khuong, Vu Minh.	eep9780857939647		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Regional competitiveness and smart specialization in Europe : place-based development in international economic networks /		9781782545163 (e-book)							https://www.elgaronline.com/view/9781782545156.xml|https://doi.org/10.4337/9781782545163				eep9781782545163		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Comparative institutional analysis : theory, corporations and East Asia : selected papers of Masahiko Aoki /		9781783476213 (e-book)							https://www.elgaronline.com/view/9781782548393.xml|https://doi.org/10.4337/9781783476213			Aoki, Masahiko.	eep9781783476213		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Towards a cultural political economy : putting culture in its place in political economy /		9780857930712 (e-book)							https://www.elgaronline.com/view/9781845420369.xml|https://doi.org/10.4337/9780857930712			Sum, Ngai-Ling.	eep9780857930712		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
The global challenge of encouraging sustainable living : opportunities, barriers, policy and practice /		9781781003756 (e-book)							https://www.elgaronline.com/view/9781781003749.xml|https://doi.org/10.4337/9781781003756				eep9781781003756		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Mark Blaug : rebel with many causes /		9781783471232 (e-book)							https://www.elgaronline.com/view/9781781955666.xml|https://doi.org/10.4337/9781783471232				eep9781783471232		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
International handbook on mega-projects		9781781002308 (e-book)							https://www.elgaronline.com/view/9781781002292.xml|https://doi.org/10.4337/9781781002308				eep9781781002308		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of research on IPOs		9781781955376 (e-book)							https://www.elgaronline.com/view/9781781955369.xml|https://doi.org/10.4337/9781781955376				eep9781781955376		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Climate change and flood risk management : adaptation and extreme events at the local level /		9781781006672 (e-book)							https://www.elgaronline.com/view/9781781006665.xml|https://doi.org/10.4337/9781781006672				eep9781781006672		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of rural development		9781781006719 (e-book)							https://www.elgaronline.com/view/9781781006702.xml|https://doi.org/10.4337/9781781006719				eep9781781006719		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook on the digital creative economy		9781781004876 (e-book)							https://www.elgaronline.com/view/9781781004869.xml|https://doi.org/10.4337/9781781004876				eep9781781004876		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook of industry studies and economic geography		9781782549000 (e-book)							https://www.elgaronline.com/view/9781843769613.xml|https://doi.org/10.4337/9781782549000				eep9781782549000		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
TRIPS compliance, national patent regimes and innovation : evidence and experience from developing countries /		9781782549475 (e-book)							https://www.elgaronline.com/view/9781782549468.xml|https://doi.org/10.4337/9781782549475				eep9781782549475		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013						P					
Handbook on the entrepreneurial university		9781781007020 (e-book)							https://www.elgaronline.com/view/9781781007013.xml|https://doi.org/10.4337/9781781007020				eep9781781007020		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
How to get published in the best entrepreneurship journals : a guide to steer your academic career /		9781782540625 (e-book)							https://www.elgaronline.com/view/9781782540618.xml|https://doi.org/10.4337/9781782540625				eep9781782540625		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The economics of motivation and organization : an introduction /		9781783473069 (e-book)							https://www.elgaronline.com/view/9781781004340.xml|https://doi.org/10.4337/9781783473069			Jost, Peter-J.	eep9781783473069		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on innovation in tourism industries		9781782548416 (e-book)							https://www.elgaronline.com/view/9781782548409.xml|https://doi.org/10.4337/9781782548416				eep9781782548416		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on techno-entrepreneurship : how technology and entrepreneurship are shaping the development of industries and companies /		9781781951828 (e-book)							https://www.elgaronline.com/view/9781781951811.xml|https://doi.org/10.4337/9781781951828				eep9781781951828		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2013		2nd ed.				P					
The internationalisation of business R&D		9781783470907 (e-book)							https://www.elgaronline.com/view/9781783470891.xml|https://doi.org/10.4337/9781783470907				eep9781783470907		fulltext		Edward Elgar,	Monograph		2014						P					
Gender in organizations : are men allies or adversaries to women's career advancement? /		9781781955703 (e-book)							https://www.elgaronline.com/view/9781781955697.xml|https://doi.org/10.4337/9781781955703				eep9781781955703		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of management and creativity		9781781000977 (e-book)							https://www.elgaronline.com/view/9781781000892.xml|https://doi.org/10.4337/9781781000977				eep9781781000977		fulltext		Edward Elgar,	Monograph		2014						P					
Handbook of organizational and entrepreneurial ingenuity		9781782549048 (e-book)							https://www.elgaronline.com/view/9781782549031.xml|https://doi.org/10.4337/9781782549048				eep9781782549048		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Configuring value conflicts in markets		9781782544470 (e-book)							https://www.elgaronline.com/view/9781782544463.xml|https://doi.org/10.4337/9781782544470				eep9781782544470		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of service marketing research		9780857938855 (e-book)							https://www.elgaronline.com/view/9780857938848.xml|https://doi.org/10.4337/9780857938855				eep9780857938855		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research methods and applications in entrepreneurship and small business		9780857935052 (e-book)							https://www.elgaronline.com/view/9780857935045.xml|https://doi.org/10.4337/9780857935052				eep9780857935052		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Research handbook on sustainable co-operative enterprise : case studies of organisational resilience in the co-operative business model /		9781783472024 (e-book)							https://www.elgaronline.com/view/9780857937773.xml|https://doi.org/10.4337/9781783472024				eep9781783472024		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Theory and empirical research in social entrepreneurship		9781782546832 (e-book)							https://www.elgaronline.com/view/9781782546825.xml|https://doi.org/10.4337/9781782546832				eep9781782546832		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Collective knowledge management : foundations of international business in the age of intellectual capitalism /		9781783473236 (e-book)							https://www.elgaronline.com/view/9781783473229.xml|https://doi.org/10.4337/9781783473236			Horaguchi, Haruo H.	eep9781783473236		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on small business and entrepreneurship		9781849809245 (e-book)							https://www.elgaronline.com/view/9781849809238.xml|https://doi.org/10.4337/9781849809245				eep9781849809245		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Necessity entrepreneurs : microenterprise education and economic development /		9781781956182 (e-book)							https://www.elgaronline.com/view/9781781956175.xml|https://doi.org/10.4337/9781781956182				eep9781781956182		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Research handbook on women in international management		9781781955031 (e-book)							https://www.elgaronline.com/view/9781781955024.xml|https://doi.org/10.4337/9781781955031				eep9781781955031		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Well-being and beyond : broadening the public and policy discourse /		9781783472901 (e-book)							https://www.elgaronline.com/view/9781783472895.xml|https://doi.org/10.4337/9781783472901				eep9781783472901		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Sustainable automobility : understanding the car as a natural system /		9781783472680 (e-book)							https://www.elgaronline.com/view/9781783472673.xml|https://doi.org/10.4337/9781783472680			Nieuwenhuis, Paul.	eep9781783472680		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
How concepts solve management problems		9781783471089 (e-book)							https://www.elgaronline.com/view/9781783471072.xml|https://doi.org/10.4337/9781783471089			Metcalfe, Mike.	eep9781783471089		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on employee voice		9780857939272 (e-book)							https://www.elgaronline.com/view/9780857939265.xml|https://doi.org/10.4337/9780857939272				eep9780857939272		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Branding Chinese mega-cities : policies, practices and positioning /		9781783470334 (e-book)							https://www.elgaronline.com/view/9781783470327.xml|https://doi.org/10.4337/9781783470334				eep9781783470334		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Research handbook on the globalization of Chinese firms		9781782545743 (e-book)							https://www.elgaronline.com/view/9781782545736.xml|https://doi.org/10.4337/9781782545743				eep9781782545743		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Internationalization of firms from economies in transition : the effects of a politico-economic paradigm shift /		9781783474707 (e-book)							https://www.elgaronline.com/view/9781783474691.xml|https://doi.org/10.4337/9781783474707				eep9781783474707		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on entrepreneurship and creativity		9781781004432 (e-book)							https://www.elgaronline.com/view/9781781004425.xml|https://doi.org/10.4337/9781781004432				eep9781781004432		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on entrepreneurship : what we know and what we need to know /		9780857936929 (e-book)							https://www.elgaronline.com/view/9780857936912.xml|https://doi.org/10.4337/9780857936929				eep9780857936929		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
International handbook on diversity management at work : country perspectives on diversity and equal treatment /		9780857939319 (e-book)							https://www.elgaronline.com/view/9780857939302.xml|https://doi.org/10.4337/9780857939319				eep9780857939319		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014		2nd ed.				P					
Handbook of research on entrepreneurs' engagement in philanthropy : perspectives /		9781783471010 (e-book)							https://www.elgaronline.com/view/9781783471003.xml|https://doi.org/10.4337/9781783471010				eep9781783471010		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Social entrepreneurship in the water sector : getting things done sustainably /		9781783471317 (e-book)							https://www.elgaronline.com/view/9781783471300.xml|https://doi.org/10.4337/9781783471317			Ziegler, Rafael.	eep9781783471317		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Teaching entrepreneurship : a practice-based approach /		9781782540564 (e-book)							https://www.elgaronline.com/view/9781782540557.xml|https://doi.org/10.4337/9781782540564			Neck, Heidi M.	eep9781782540564		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Creative work beyond the creative industries : innovation, employment and education /		9781782545705 (e-book)							https://www.elgaronline.com/view/9781782545699.xml|https://doi.org/10.4337/9781782545705				eep9781782545705		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research methods on intuition		9781782545996 (e-book)							https://www.elgaronline.com/view/9781782545989.xml|https://doi.org/10.4337/9781782545996				eep9781782545996		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of conflict management research		9781781006948 (e-book)							https://www.elgaronline.com/view/9781781006931.xml|https://doi.org/10.4337/9781781006948				eep9781781006948		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
International perspectives on business innovation and disruption in the creative industries : film, video and photography /		9781783475346 (e-book)							https://www.elgaronline.com/view/9781783475339.xml|https://doi.org/10.4337/9781783475346				eep9781783475346		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on marketing and corporate social responsibility		9781783476091 (e-book)							https://www.elgaronline.com/view/9781781003787.xml|https://doi.org/10.4337/9781783476091				eep9781783476091		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Biomaterials innovation : bundling technologies and life /		9781781955598 (e-book)							https://www.elgaronline.com/view/9781781955581.xml|https://doi.org/10.4337/9781781955598			Styhre, Alexander.	eep9781781955598		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Law, business and human rights : bridging the gap /		9781782546627 (e-book)							https://www.elgaronline.com/view/9781782546610.xml|https://doi.org/10.4337/9781782546627				eep9781782546627		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Corporate social responsibility and human resource management : a diversity perspective /		9781783476367 (e-book)							https://www.elgaronline.com/view/9781848447936.xml|https://doi.org/10.4337/9781783476367				eep9781783476367		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Corporate venturing : organizing for innovation /		9781783476602 (e-book)							https://www.elgaronline.com/view/9781783476596.xml|https://doi.org/10.4337/9781783476602			Bosch, Jessica van den.	eep9781783476602		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Business ethics in Islam		9781781006733 (e-book)							https://www.elgaronline.com/view/9781781006726.xml|https://doi.org/10.4337/9781781006733			Ali, Abbas J.	eep9781781006733		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Strategic challenges for the base of the pyramid		9781783472475 (e-book)							https://www.elgaronline.com/view/9781783472468.xml|https://doi.org/10.4337/9781783472475			Vermeulen, Patrick A. M.	eep9781783472475		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Research companion to ethical behavior in organizations : constructs and measures /		9781782547471 (e-book)							https://www.elgaronline.com/view/9781782547464.xml|https://doi.org/10.4337/9781782547471				eep9781782547471		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Annals of entrepreneurship education and pedagogy - 2014		9781783471454 (e-book)							https://www.elgaronline.com/view/9781783471447.xml|https://doi.org/10.4337/9781783471454				eep9781783471454		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Women in STEM careers : international perspectives on increasing workforce participation, advancement and leadership /		9781781954072 (e-book)							https://www.elgaronline.com/view/9781781954065.xml|https://doi.org/10.4337/9781781954072				eep9781781954072		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Mobile telecommunications networks : restructuring as a response to a challenging environment /		9781783475704 (e-book)							https://www.elgaronline.com/view/9781783475698.xml|https://doi.org/10.4337/9781783475704			Curwen, Peter.	eep9781783475704		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Confronting the shadow economy : evaluating tax compliance and behaviour policies /		9781782546047 (e-book)							https://www.elgaronline.com/view/9781782546030.xml|https://doi.org/10.4337/9781782546047			Williams, Colin C.	eep9781782546047		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Language in international business : the multilingual reality of global business expansion /		9781784710996 (e-book)							https://www.elgaronline.com/view/9781848449893.xml|https://doi.org/10.4337/9781784710996			Piekkari, Rebecca.	eep9781784710996		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Corporate wellness programs : linking employee and organizational health /		9781783471706 (e-book)							https://www.elgaronline.com/view/9781783471690.xml|https://doi.org/10.4337/9781783471706				eep9781783471706		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Concerned markets : economic ordering for multiple values /		9781782549758 (e-book)							https://www.elgaronline.com/view/9781782549734.xml|https://doi.org/10.4337/9781782549758				eep9781782549758		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Women's entrepreneurship in the 21st century : an international multi-level research analysis /		9781782544616 (e-book)							https://www.elgaronline.com/view/9781782544609.xml|https://doi.org/10.4337/9781782544616				eep9781782544616		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of entrepreneurial cognition		9781781006597 (e-book)							https://www.elgaronline.com/view/9781781006580.xml|https://doi.org/10.4337/9781781006597				eep9781781006597		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook of research on knowledge management : adaptation and context /		9781783470426 (e-book)							https://www.elgaronline.com/view/9781783470419.xml|https://doi.org/10.4337/9781783470426				eep9781783470426		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Research handbook on export marketing		9781781954393 (e-book)							https://www.elgaronline.com/view/9781781954386.xml|https://doi.org/10.4337/9781781954393				eep9781781954393		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Social marketing and behaviour change : models, theory and applications /		9781782548157 (e-book)							https://www.elgaronline.com/view/9781782548140.xml|https://doi.org/10.4337/9781782548157			Brennan, Linda.	eep9781782548157		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Strategy and competitiveness in Latin American markets : the sustainability frontier /		9781784711429 (e-book)							https://www.elgaronline.com/view/9781784711412.xml|https://doi.org/10.4337/9781784711429				eep9781784711429		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
A psychological approach to entrepreneurship : selected essays of Dean A. Shepherd /		9781783479801 (e-book)							https://www.elgaronline.com/view/9781783479795.xml|https://doi.org/10.4337/9781783479801			Shepherd, Dean A.	eep9781783479801		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Banking, monetary policy and the political economy of financial regulation : essays in the tradition of Jane D'Arista /		9781783472642 (e-book)							https://www.elgaronline.com/view/9781848443679.xml|https://doi.org/10.4337/9781783472642			D'Arista, Jane W.	eep9781783472642		fulltext		Edward Elgar Pub. Ltd.],	Monograph		2014						P					
The dictionary of health economics		9781781001998 (e-book)							https://www.elgaronline.com/view/nlm-book/9781781001752/9781781001752.xml|https://doi.org/10.4337/9781781001998			Culyer, A. J.	eep9781781001998		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014		3rd ed.				P					
Climate change and the world economy		9781784710538 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781781009185/9781781009185.xml|https://doi.org/10.4337/9781784710538			Stern, David I.	eep9781784710538		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Measuring WTO's contributions to global economic welfare		9781784713065 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781845423988/9781845423988.xml|https://doi.org/10.4337/9781784713065			Anderson, Kym.	eep9781784713065		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Culture and economic growth		9781784710521 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781781955253/9781781955253.xml|https://doi.org/10.4337/9781784710521			Spolaore, Enrico.	eep9781784710521		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Social structure of accumulation theory		9781784713256 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783472918/9781783472918.xml|https://doi.org/10.4337/9781784713256			McDonough, Terrence.	eep9781784713256		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
